2026-09-18 16:53:12.175 INFO  [] [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.1.3.Final
2026-09-18 16:54:01.628 INFO  [2efd75ba-57df-420d-b82b-ed18d32d8f77] [http-nio-8080-exec-2] c.h.secureauth.service.AuthService - Credentials validated for user: naanu
2026-09-18 16:54:01.664 INFO  [2efd75ba-57df-420d-b82b-ed18d32d8f77] [http-nio-8080-exec-2] c.h.secureauth.service.AuthService - Token generated and stored for user: naanu
2026-09-18 16:54:01.664 INFO  [2efd75ba-57df-420d-b82b-ed18d32d8f77] [http-nio-8080-exec-2] c.h.s.controller.AuthController - Login successful for user: naanu
2026-09-18 16:54:01.665 INFO  [2efd75ba-57df-420d-b82b-ed18d32d8f77] [http-nio-8080-exec-2] c.h.s.filter.RequestLoggingFilter - Completed request: POST /login | status=200 | duration=42ms
2026-09-18 16:54:34.532 INFO  [71380649-af5b-4ad4-b4f6-211c117c9345] [http-nio-8080-exec-3] c.h.s.filter.RequestLoggingFilter - Incoming request: GET /auth
2026-09-18 16:54:34.533 INFO  [71380649-af5b-4ad4-b4f6-211c117c9345] [http-nio-8080-exec-3] c.h.s.controller.AuthController - Token validation request received
2026-09-18 16:54:34.553 INFO  [71380649-af5b-4ad4-b4f6-211c117c9345] [http-nio-8080-exec-3] c.h.s.controller.AuthController - Token valid for user: naanu
2026-09-18 16:54:34.554 INFO  [71380649-af5b-4ad4-b4f6-211c117c9345] [http-nio-8080-exec-3] c.h.s.filter.RequestLoggingFilter - Completed request: GET /auth | status=200 | duration=22ms
2026-09-18 16:54:53.763 INFO  [824d6344-d39b-4c4f-9b02-0124cd998368] [http-nio-8080-exec-4] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /logout
2026-09-18 16:54:53.764 INFO  [824d6344-d39b-4c4f-9b02-0124cd998368] [http-nio-8080-exec-4] c.h.s.controller.AuthController - Logout request received
2026-09-18 16:54:53.764 INFO  [824d6344-d39b-4c4f-9b02-0124cd998368] [http-nio-8080-exec-4] c.h.secureauth.service.AuthService - Token removed from active token store
2026-09-18 16:54:53.765 INFO  [824d6344-d39b-4c4f-9b02-0124cd998368] [http-nio-8080-exec-4] c.h.s.controller.AuthController - Token removed. User logged out.
2026-09-18 16:54:53.766 INFO  [824d6344-d39b-4c4f-9b02-0124cd998368] [http-nio-8080-exec-4] c.h.s.filter.RequestLoggingFilter - Completed request: POST /logout | status=200 | duration=3ms
2026-09-18 16:59:43.802 INFO  [] [SpringApplicationShutdownHook] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-09-18 16:59:43.806 INFO  [] [tomcat-shutdown] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
2026-09-18 17:10:15.809 INFO  [] [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.1.3.Final
2026-09-18 17:10:15.825 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Starting SecureAuthResilienceApplication using Java 25.0.4 with PID 3437 (/Users/ACHINTYAA/Java_Basics/Team-Nova/Backend/target/classes started by ACHINTYAA in /Users/ACHINTYAA/Java_Basics/Team-Nova)
2026-09-18 17:10:15.825 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - No active profile set, falling back to 1 default profile: "default"
2026-09-18 17:10:15.841 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-09-18 17:10:15.841 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-09-18 17:10:16.336 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-09-18 17:10:16.340 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2026-09-18 17:10:16.341 INFO  [] [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-09-18 17:10:16.341 INFO  [] [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.24]
2026-09-18 17:10:16.350 INFO  [] [restartedMain] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 509 ms
2026-09-18 17:10:16.478 INFO  [] [restartedMain] c.h.secureauth.service.AuthService - Default admin user initialized
2026-09-18 17:10:16.610 WARN  [] [restartedMain] o.s.b.s.a.UserDetailsServiceAutoConfiguration - 

Using generated security password: 92558d07-69f1-472f-856d-653a4a83a02b

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-09-18 17:10:16.613 INFO  [] [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-09-18 17:10:16.892 INFO  [] [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-09-18 17:10:16.908 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2026-09-18 17:10:16.913 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-09-18 17:10:16.916 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Started SecureAuthResilienceApplication in 1.275 seconds (process running for 1.428)
2026-09-18 17:19:31.630 INFO  [] [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-09-18 17:19:31.630 INFO  [] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-09-18 17:19:31.631 INFO  [] [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-09-18 17:19:31.646 INFO  [a12ab434-85b4-46ba-9263-ec11a5afdba0] [http-nio-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:19:31.692 INFO  [a12ab434-85b4-46ba-9263-ec11a5afdba0] [http-nio-8080-exec-1] c.h.s.controller.AuthController - Signup attempt for user: naanu
2026-09-18 17:19:31.693 INFO  [a12ab434-85b4-46ba-9263-ec11a5afdba0] [http-nio-8080-exec-1] c.h.secureauth.service.AuthService - New user registered: naanu
2026-09-18 17:19:31.693 INFO  [a12ab434-85b4-46ba-9263-ec11a5afdba0] [http-nio-8080-exec-1] c.h.s.controller.AuthController - User registered successfully: naanu
2026-09-18 17:19:31.702 INFO  [a12ab434-85b4-46ba-9263-ec11a5afdba0] [http-nio-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=200 | duration=56ms
2026-09-18 17:29:40.735 INFO  [] [SpringApplicationShutdownHook] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-09-18 17:29:40.740 INFO  [] [tomcat-shutdown] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
2026-09-18 17:40:08.093 INFO  [] [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.1.3.Final
2026-09-18 17:40:08.108 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Starting SecureAuthResilienceApplication using Java 25.0.4 with PID 4110 (/Users/ACHINTYAA/Java_Basics/Team-Nova/Backend/target/classes started by ACHINTYAA in /Users/ACHINTYAA/Java_Basics/Team-Nova)
2026-09-18 17:40:08.108 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - No active profile set, falling back to 1 default profile: "default"
2026-09-18 17:40:08.124 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-09-18 17:40:08.124 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-09-18 17:40:08.589 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-09-18 17:40:08.594 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:40:08.595 INFO  [] [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-09-18 17:40:08.595 INFO  [] [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.24]
2026-09-18 17:40:08.604 INFO  [] [restartedMain] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 480 ms
2026-09-18 17:40:08.729 INFO  [] [restartedMain] c.h.secureauth.service.AuthService - Default admin user initialized
2026-09-18 17:40:08.866 WARN  [] [restartedMain] o.s.b.s.a.UserDetailsServiceAutoConfiguration - 

Using generated security password: 972483e1-4002-4827-8d0b-99819db22758

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-09-18 17:40:08.869 INFO  [] [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-09-18 17:40:09.148 INFO  [] [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-09-18 17:40:09.163 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:40:09.169 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-09-18 17:40:09.172 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Started SecureAuthResilienceApplication in 1.24 seconds (process running for 1.392)
2026-09-18 17:40:15.420 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-09-18 17:40:15.420 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-09-18 17:40:15.421 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-09-18 17:40:15.435 INFO  [e6afd8ef-75d5-4b5f-97fd-b4d98ec4a74e] [http-nio-0.0.0.0-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:40:15.480 INFO  [e6afd8ef-75d5-4b5f-97fd-b4d98ec4a74e] [http-nio-0.0.0.0-8080-exec-1] c.h.s.controller.AuthController - Signup attempt for user: naanu
2026-09-18 17:40:15.480 INFO  [e6afd8ef-75d5-4b5f-97fd-b4d98ec4a74e] [http-nio-0.0.0.0-8080-exec-1] c.h.secureauth.service.AuthService - New user registered: naanu
2026-09-18 17:40:15.480 INFO  [e6afd8ef-75d5-4b5f-97fd-b4d98ec4a74e] [http-nio-0.0.0.0-8080-exec-1] c.h.s.controller.AuthController - User registered successfully: naanu
2026-09-18 17:40:15.489 INFO  [e6afd8ef-75d5-4b5f-97fd-b4d98ec4a74e] [http-nio-0.0.0.0-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=200 | duration=54ms
2026-09-18 17:40:24.554 INFO  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:40:24.555 INFO  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] c.h.s.controller.AuthController - Signup attempt for user: naanu
2026-09-18 17:40:24.555 WARN  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] c.h.secureauth.service.AuthService - Signup failed. User already exists: naanu
2026-09-18 17:40:24.558 WARN  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] c.h.s.e.GlobalExceptionHandler - Application error: User already exists
2026-09-18 17:40:24.564 WARN  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [com.hdfc.secureauth.exception.ApiException: User already exists]
2026-09-18 17:40:24.564 INFO  [54bf23c9-5e25-4e5d-aaa9-0019847b84c2] [http-nio-0.0.0.0-8080-exec-2] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=400 | duration=10ms
2026-09-18 17:40:37.314 INFO  [e9aa7700-b31f-4031-a2f8-e4458bc2455a] [http-nio-0.0.0.0-8080-exec-3] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:40:37.315 INFO  [e9aa7700-b31f-4031-a2f8-e4458bc2455a] [http-nio-0.0.0.0-8080-exec-3] c.h.s.controller.AuthController - Signup attempt for user: naanu1
2026-09-18 17:40:37.316 INFO  [e9aa7700-b31f-4031-a2f8-e4458bc2455a] [http-nio-0.0.0.0-8080-exec-3] c.h.secureauth.service.AuthService - New user registered: naanu1
2026-09-18 17:40:37.316 INFO  [e9aa7700-b31f-4031-a2f8-e4458bc2455a] [http-nio-0.0.0.0-8080-exec-3] c.h.s.controller.AuthController - User registered successfully: naanu1
2026-09-18 17:40:37.317 INFO  [e9aa7700-b31f-4031-a2f8-e4458bc2455a] [http-nio-0.0.0.0-8080-exec-3] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=200 | duration=3ms
2026-09-18 17:41:53.455 INFO  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:41:53.457 INFO  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] c.h.s.controller.AuthController - Signup attempt for user: naanu1
2026-09-18 17:41:53.457 WARN  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] c.h.secureauth.service.AuthService - Signup failed. User already exists: naanu1
2026-09-18 17:41:53.457 WARN  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] c.h.s.e.GlobalExceptionHandler - Application error: User already exists
2026-09-18 17:41:53.458 WARN  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [com.hdfc.secureauth.exception.ApiException: User already exists]
2026-09-18 17:41:53.458 INFO  [baecf611-46bf-450c-9b19-ea5f7b5141aa] [http-nio-0.0.0.0-8080-exec-5] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=400 | duration=3ms
2026-09-18 17:44:16.860 INFO  [] [SpringApplicationShutdownHook] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-09-18 17:44:16.864 INFO  [] [tomcat-shutdown] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
2026-09-18 17:44:17.722 INFO  [] [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.1.3.Final
2026-09-18 17:44:17.735 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Starting SecureAuthResilienceApplication using Java 25.0.4 with PID 4205 (/Users/ACHINTYAA/Java_Basics/Team-Nova/Backend/target/classes started by ACHINTYAA in /Users/ACHINTYAA/Java_Basics/Team-Nova)
2026-09-18 17:44:17.735 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - No active profile set, falling back to 1 default profile: "default"
2026-09-18 17:44:17.752 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-09-18 17:44:17.752 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-09-18 17:44:18.223 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-09-18 17:44:18.227 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:44:18.227 INFO  [] [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-09-18 17:44:18.227 INFO  [] [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.24]
2026-09-18 17:44:18.236 INFO  [] [restartedMain] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 484 ms
2026-09-18 17:44:18.359 INFO  [] [restartedMain] c.h.secureauth.service.AuthService - Default admin user initialized
2026-09-18 17:44:18.484 WARN  [] [restartedMain] o.s.b.s.a.UserDetailsServiceAutoConfiguration - 

Using generated security password: d0fc8828-56a0-4825-b645-95fcc954bccf

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-09-18 17:44:18.487 INFO  [] [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-09-18 17:44:18.764 INFO  [] [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-09-18 17:44:18.780 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:44:18.786 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-09-18 17:44:18.789 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Started SecureAuthResilienceApplication in 1.21 seconds (process running for 1.359)
2026-09-18 17:44:28.741 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-09-18 17:44:28.741 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-09-18 17:44:28.742 INFO  [] [http-nio-0.0.0.0-8080-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2026-09-18 17:44:28.756 INFO  [5326ea02-7889-456d-be40-29381f2bb108] [http-nio-0.0.0.0-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Incoming request: POST /signup
2026-09-18 17:44:28.799 INFO  [5326ea02-7889-456d-be40-29381f2bb108] [http-nio-0.0.0.0-8080-exec-1] c.h.s.controller.AuthController - Signup attempt for user: naanu1
2026-09-18 17:44:28.799 INFO  [5326ea02-7889-456d-be40-29381f2bb108] [http-nio-0.0.0.0-8080-exec-1] c.h.secureauth.service.AuthService - New user registered: naanu1
2026-09-18 17:44:28.799 INFO  [5326ea02-7889-456d-be40-29381f2bb108] [http-nio-0.0.0.0-8080-exec-1] c.h.s.controller.AuthController - User registered successfully: naanu1
2026-09-18 17:44:28.808 INFO  [5326ea02-7889-456d-be40-29381f2bb108] [http-nio-0.0.0.0-8080-exec-1] c.h.s.filter.RequestLoggingFilter - Completed request: POST /signup | status=200 | duration=52ms
2026-09-18 17:48:40.052 INFO  [] [SpringApplicationShutdownHook] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-09-18 17:48:40.057 INFO  [] [tomcat-shutdown] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
2026-09-18 17:49:19.166 INFO  [] [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 9.1.3.Final
2026-09-18 17:49:19.180 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Starting SecureAuthResilienceApplication using Java 25.0.4 with PID 4376 (/Users/ACHINTYAA/Java_Basics/Team-Nova/Backend/target/classes started by ACHINTYAA in /Users/ACHINTYAA/Java_Basics/Team-Nova)
2026-09-18 17:49:19.181 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - No active profile set, falling back to 1 default profile: "default"
2026-09-18 17:49:19.197 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-09-18 17:49:19.197 INFO  [] [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-09-18 17:49:19.638 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2026-09-18 17:49:19.642 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:49:19.642 INFO  [] [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2026-09-18 17:49:19.642 INFO  [] [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/11.0.24]
2026-09-18 17:49:19.651 INFO  [] [restartedMain] o.s.b.w.c.s.WebApplicationContextInitializer - Root WebApplicationContext: initialization completed in 454 ms
2026-09-18 17:49:19.773 INFO  [] [restartedMain] c.h.secureauth.service.AuthService - Default admin user initialized
2026-09-18 17:49:19.896 WARN  [] [restartedMain] o.s.b.s.a.UserDetailsServiceAutoConfiguration - 

Using generated security password: b206cd81-31a6-40e6-b922-434dea62d014

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2026-09-18 17:49:19.899 INFO  [] [restartedMain] o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2026-09-18 17:49:20.171 INFO  [] [restartedMain] o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2026-09-18 17:49:20.186 INFO  [] [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-8080"]
2026-09-18 17:49:20.192 INFO  [] [restartedMain] o.s.boot.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2026-09-18 17:49:20.195 INFO  [] [restartedMain] c.h.s.SecureAuthResilienceApplication - Started SecureAuthResilienceApplication in 1.171 seconds (process running for 1.317)
2026-09-18 17:53:45.377 INFO  [] [SpringApplicationShutdownHook] o.s.boot.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2026-09-18 17:53:45.384 INFO  [] [tomcat-shutdown] o.s.boot.tomcat.GracefulShutdown - Graceful shutdown complete
